gen,maxR,avgR,dT,aT(ms),best_genome_over_450
001,23.2,15.5,0.0,1.4,null
002,21.7,16.7,0.0,1.8,null
003,27.3,22.0,0.0,2.4,null
004,264.7,70.0,0.1,7.1,null
005,303.4,113.2,0.1,11.0,null
006,242.3,134.8,0.2,16.8,null
007,222.6,141.8,0.3,15.2,null
008,215.8,192.0,0.4,19.1,null
009,249.1,185.4,0.5,17.6,null
010,262.6,232.9,0.6,21.4,null
011,277.5,204.4,0.7,19.2,null
012,223.4,178.2,0.8,16.3,null
013,327.0,213.1,0.9,20.6,null
014,255.5,233.7,1.0,24.2,null
015,289.7,229.3,1.1,27.0,null
016,233.6,198.5,1.2,19.9,null
017,233.2,197.9,1.3,22.5,null
018,371.5,217.9,1.5,23.1,null
019,219.7,180.8,1.6,19.9,null
020,328.2,274.4,1.7,29.0,null
021,285.7,217.2,1.8,22.5,null
022,193.5,175.0,1.9,21.2,null
023,236.2,214.9,2.0,24.1,null
024,208.1,174.8,2.1,20.3,null
025,263.5,198.4,2.3,22.0,null
026,280.3,220.9,2.4,23.9,null
027,246.8,184.1,2.5,21.1,null
028,214.9,183.4,2.6,19.9,null
029,304.4,214.9,2.7,23.0,null
030,255.7,201.0,2.8,25.1,null
031,245.4,192.3,2.9,19.8,null
032,267.4,181.6,3.0,19.2,null
033,288.1,202.3,3.1,21.4,null
034,211.0,186.3,3.2,20.0,null
035,369.6,229.2,3.4,24.8,null
036,264.7,198.3,3.5,19.2,null
037,209.9,183.6,3.6,20.3,null
038,237.7,189.5,3.7,22.0,null
039,307.1,225.5,3.8,28.1,null
040,281.6,225.9,4.0,31.0,null
041,229.9,190.7,4.1,23.3,null
042,235.4,192.2,4.2,23.2,null
043,211.4,180.6,4.3,20.8,null
044,356.4,187.8,4.4,20.2,null
045,298.3,191.0,4.5,20.0,null
046,282.2,208.6,4.6,21.4,null
047,285.6,198.2,4.7,21.0,null
048,243.1,213.8,4.9,25.3,null
049,292.7,194.5,5.0,21.6,null
050,285.0,212.1,5.1,23.1,null
